n_tasks,b,alpha,m,weight,prior_risk,prior_risk_mc_se
86,64,0.15,43,0.5404383048060637,0.8043732908741412,0.0002696439255181171
86,64,0.15,44,0.5576455829637336,0.8111208479472489,0.00026245076359391267
86,64,0.15,45,0.5752272633442393,0.8181009967562517,0.00025491161628600186
86,64,0.15,46,0.5931903197341011,0.8253082709344014,0.0002468645233601381
86,64,0.15,47,0.6115497023884182,0.8327485309118886,0.00023839737700293264
86,64,0.15,48,0.6303226142199653,0.840430152293287,0.00022956092817155176
86,64,0.15,49,0.649521635423787,0.8483547891249462,0.00021999696162790382
86,64,0.15,50,0.6691249397216964,0.8564799228437715,0.00021017115673335673
86,64,0.15,51,0.6892537352638759,0.8649458638605501,0.00020017157454709118
86,64,0.15,52,0.7098542014568616,0.8736667094853682,0.00018872090496501096
86,64,0.15,53,0.7308281331848945,0.8825094438459103,0.00017684805820135732
86,64,0.15,54,0.7523999805515468,0.8917333102833148,0.00016572906241655276
86,64,0.15,55,0.7747171282551271,0.9014890219696023,0.00015258699799384427
86,64,0.15,56,0.7972422961514819,0.9111340527445507,0.00013744117771040808
86,64,0.15,57,0.8202005678368228,0.9209269533606431,0.0001246324055227775
86,64,0.15,58,0.8445733329853252,0.9319429881217381,0.00011112416797896968
86,64,0.15,59,0.8695416854829257,0.9432316588289363,9.12780483252257e-05
86,64,0.15,60,0.8935107438645573,0.9530781267888612,7.534697287910511e-05
86,64,0.15,61,0.9195099925985906,0.9647317955132754,6.020248816721521e-05
86,64,0.15,62,0.9490901968110771,0.9797060096114344,3.914089686824521e-05
86,64,0.15,63,0.9843610585434911,0.9999858372505306,9.153133131834614e-06
86,64,0.16,1,0.015624999999999991,0.9999999999999994,0.0
86,64,0.16,2,0.029003726081031543,0.9281192345930094,0.00021605095866457954
86,64,0.16,3,0.04109657577803651,0.8767269499314455,0.00027457427659894484
86,64,0.16,4,0.05248216676945429,0.8397146683112686,0.00030513031174345074
86,64,0.16,5,0.06347458162438002,0.8124746447920643,0.00032306577705065487
86,64,0.16,6,0.0742386220388066,0.7918786350806037,0.000334266817032002
86,64,0.16,7,0.08485155843650126,0.7757856771337258,0.00034247689351678777
86,64,0.16,8,0.0953925788815893,0.7631406310527143,0.000348150707102766
86,64,0.16,9,0.10593525507442114,0.7533173694181059,0.0003526872891101092
86,64,0.16,10,0.11647694921729065,0.7454524749906601,0.0003553578552424987
86,64,0.16,11,0.12703043597307778,0.7390861729342706,0.0003572883175345053
86,64,0.16,12,0.13764881725150144,0.734127025341341,0.0003587187468382101
86,64,0.16,13,0.14835490310343175,0.7303625998938177,0.00035926157655513755
86,64,0.16,14,0.15913896515234527,0.7274924121250069,0.0003589615200313097
86,64,0.16,15,0.17001658133165257,0.7254040803483844,0.00035860915627237923
86,64,0.16,16,0.18098502709018352,0.7239401083607341,0.0003579679930197416
86,64,0.16,17,0.19209368806758603,0.7231762374309121,0.0003568885947329139
86,64,0.16,18,0.20332481904080607,0.7229326899228661,0.00035585432021745814
86,64,0.16,19,0.21469754241253114,0.7231917218106313,0.00035471399150574306
86,64,0.16,20,0.2262027895169097,0.723848926454111,0.0003532041345653906
86,64,0.16,21,0.23786646611073953,0.7249263729089205,0.0003513906451005491
86,64,0.16,22,0.24969201814117536,0.7263767800470555,0.00034945438087562983
86,64,0.16,23,0.2616722112833189,0.7281313705274961,0.00034739134399889557
86,64,0.16,24,0.27381379859647614,0.730170129590603,0.0003450507238089073
86,64,0.16,25,0.2861478637353305,0.7325385311624462,0.000342621366470353
86,64,0.16,26,0.29867760261896387,0.7352064064466802,0.00033995348921713944
86,64,0.16,27,0.311372676183082,0.7380685657673054,0.0003370430997417432
86,64,0.16,28,0.32427887362761854,0.7412088540059851,0.0003339388167406738
86,64,0.16,29,0.3373962915582556,0.7445987124044262,0.00033060488933138964
86,64,0.16,30,0.35072942412408853,0.7482227714647222,0.00032713488974851117
86,64,0.16,31,0.36429205854527036,0.7520868305450743,0.0003235203700327637
86,64,0.16,32,0.3780770246031101,0.7561540492062202,0.00031964345804135706
86,64,0.16,33,0.39209264031329544,0.760422090304573,0.0003155837347661936
86,64,0.16,34,0.40636215378098844,0.7649169953524488,0.00031114293346052734
86,64,0.16,35,0.42086632301359383,0.7695841335105716,0.00030653709902750257
86,64,0.16,36,0.43565077974035715,0.7744902750939683,0.0003016810537635372
86,64,0.16,37,0.4506986536666114,0.7795868603963009,0.0002965564503579161
86,64,0.16,38,0.4660183825841607,0.7848730654049021,0.00029122063130068937
86,64,0.16,39,0.4816305542284363,0.7903680889902545,0.0002856105717205843
86,64,0.16,40,0.49754166610002915,0.7960666657600467,0.0002796575352513135
86,64,0.16,41,0.5137611683304251,0.8019686530035903,0.00027352004387063675
86,64,0.16,42,0.5302945167288898,0.8080678350154512,0.00026698775657416237
86,64,0.16,43,0.5471538566036399,0.8143685307589058,0.00026011062000338444
86,64,0.16,44,0.5643428782859183,0.8208623684158812,0.0002529224457128188
86,64,0.16,45,0.5818875698338095,0.8275734326525291,0.000245387497574723
86,64,0.16,46,0.5997877039305296,0.8344872402511716,0.00023738413789682212
86,64,0.16,47,0.618060920603663,0.8416148706092433,0.00022899765945697445
86,64,0.16,48,0.6367306789131562,0.8489742385508748,0.000220270635917085
86,64,0.16,49,0.6557994459615206,0.8565543783987208,0.00021083143383904013
86,64,0.16,50,0.6752428459401538,0.864310842803397,0.0002011902044120549
86,64,0.16,51,0.695196740823709,0.8724037531905369,0.00019139391856430246
86,64,0.16,52,0.7155794512491874,0.8807131707682305,0.00018016470733289315
86,64,0.16,53,0.7363014879298083,0.8891187778775044,0.00016866029363894167
86,64,0.16,54,0.7576074237888165,0.8979050948608195,0.0001579214949586058
86,64,0.16,55,0.7796192555899621,0.9071933155955921,0.0001450756313959133
86,64,0.16,56,0.8017680704162499,0.9163063661899998,0.0001304982213391359
86,64,0.16,57,0.8243473432386643,0.9255829818820089,0.00011829333481891317
86,64,0.16,58,0.8482817499217851,0.9360350343964525,0.00010518552788452536
86,64,0.16,59,0.8727079091111273,0.9466662064934263,8.623223146068834e-05
86,64,0.16,60,0.8961835313331195,0.9559291000886607,7.136693173188644e-05
86,64,0.16,61,0.9216182016835966,0.9669436870122982,5.678547981213735e-05
86,64,0.16,62,0.9503494619127669,0.9810058961680175,3.677896842833428e-05
86,64,0.16,63,0.9843627486238332,0.9999875541575448,8.823756655589801e-06
86,64,0.17,1,0.015625,1.0,1.2326089826996875e-18
86,64,0.17,2,0.029122768724628916,0.9319285991881253,0.00021079803530052072
86,64,0.17,3,0.04137997358426756,0.8827727697977081,0.00026857968490592095
86,64,0.17,4,0.052948760292803466,0.8471801646848555,0.00029893839247762094
86,64,0.17,5,0.06413584972502041,0.8209388764802613,0.0003171837157121813
86,64,0.17,6,0.07510039974065705,0.8010709305670086,0.00032858327161239937
86,64,0.17,7,0.08591929147950722,0.7855478078126374,0.0003371178845672649
86,64,0.17,8,0.09666696223991769,0.7733356979193415,0.0003427871256553443
86,64,0.17,9,0.10741738315049011,0.7638569468479296,0.0003471486599798781
86,64,0.17,10,0.11816878624135947,0.7562802319447006,0.00034961429415420354
86,64,0.17,11,0.12893214610787476,0.7501506682639986,0.0003515403404360485
86,64,0.17,12,0.13975784525943688,0.7453751747169968,0.00035297771638558896
86,64,0.17,13,0.15067152265506192,0.7417674961479972,0.0003533706426056935
86,64,0.17,14,0.16166086434386034,0.7390210941433617,0.0003530611438831569
86,64,0.17,15,0.1727424402956244,0.7370344119279975,0.00035262145517173186
86,64,0.17,16,0.18390979957124046,0.7356391982849618,0.0003520549871234719
86,64,0.17,17,0.19521480180671663,0.7349263126841097,0.0003508710905648679
86,64,0.17,18,0.20664336094201494,0.7347319500160531,0.00034974479362691584
86,64,0.17,19,0.21820546198496713,0.7350078719493629,0.0003484648002517051
86,64,0.17,20,0.2298976079911844,0.7356723455717901,0.00034682047866606687
86,64,0.17,21,0.24174413960991048,0.7367440445254415,0.00034484594416141093
86,64,0.17,22,0.25375173474098045,0.738186864701034,0.00034278448764303864
86,64,0.17,23,0.2659109308313444,0.7399260684002628,0.00034065415322933647
86,64,0.17,24,0.2782280363922522,0.7419414303793392,0.000338226846989183
86,64,0.17,25,0.29072966736117767,0.7442679484446149,0.0003356911525515997
86,64,0.17,26,0.3034219594973135,0.7468848233780025,0.00033294695281772704
86,64,0.17,27,0.3162775606959935,0.7496949586867994,0.00032990331822729373
86,64,0.17,28,0.32933093942021613,0.7527564329604941,0.0003266421668533811
86,64,0.17,29,0.3425925650452506,0.756066350444691,0.000323160960893515
86,64,0.17,30,0.35606473438361935,0.7596047666850546,0.0003195820554749439
86,64,0.17,31,0.3697551146198611,0.7633653979248745,0.0003158633059323594
86,64,0.17,32,0.38365859911421096,0.7673171982284219,0.0003118495102769296
86,64,0.17,33,0.39778792231252896,0.7714674856970258,0.00030767276274178764
86,64,0.17,34,0.4121581668439357,0.7758271375885848,0.00030313767404079647
86,64,0.17,35,0.4267588555612047,0.7803590501690599,0.00029843500219694965
86,64,0.17,36,0.4416285717802912,0.7851174609427398,0.0002935045104565661
86,64,0.17,37,0.45675282978775156,0.7900589488220566,0.00028827952315602903
86,64,0.17,38,0.47213439973206317,0.7951737258645275,0.00028287697879803676
86,64,0.17,39,0.48779455459868376,0.8004833716491221,0.0002772071869376942
86,64,0.17,40,0.5037418582402792,0.8059869731844467,0.00027120076170390235
86,64,0.17,41,0.5199854488410873,0.8116846030690144,0.00026502207382188807
86,64,0.17,42,0.5365279320468007,0.817566372642744,0.00025849908974189613
86,64,0.17,43,0.5533774223300398,0.8236315123051756,0.00025160097765684534
86,64,0.17,44,0.5705430294001145,0.8298807700365302,0.00024443062264945973
86,64,0.17,45,0.5880444860974711,0.8363299357830699,0.0002369396374557677
86,64,0.17,46,0.6058837508644189,0.8429686968548437,0.00022897621594115345
86,64,0.17,47,0.6240759602662533,0.8498055629157493,0.00022067896818785525
86,64,0.17,48,0.6426488669630258,0.8568651559507012,0.0002120598917563584
86,64,0.17,49,0.6615934735915789,0.864122087956348,0.00020272404736326063
86,64,0.17,50,0.6808857754774527,0.8715337926111394,0.0001932480144169022
86,64,0.17,51,0.7006654566276775,0.8792664553759091,0.00018366178835673973
86,64,0.17,52,0.7208441686868182,0.887192822999161,0.00017263315421520194
86,64,0.17,53,0.741333234146442,0.8951948487806092,0.00016146236379720966
86,64,0.17,54,0.7623874549904502,0.9035703170257188,0.00015103481593441026
86,64,0.17,55,0.7841012930784109,0.9124087774003327,0.00013845437510483962
86,64,0.17,56,0.8059037283846682,0.9210328324396209,0.00012444638549775807
86,64,0.17,57,0.8281389387553849,0.9298402119358707,0.00011275076158175757
86,64,0.17,58,0.8516610726618132,0.939763942247518,0.00010000291297310095
86,64,0.17,59,0.875598185665212,0.9498014217385351,8.18026863451398e-05
86,64,0.17,60,0.8986240236153821,0.9585322918564075,6.788227033259326e-05
86,64,0.17,61,0.9235353018713969,0.9689550708158918,5.381912621437358e-05
86,64,0.17,62,0.9514871839338549,0.982180318899463,3.4769380880010045e-05
86,64,0.17,63,0.9843663815882623,0.9999912447880759,8.531914628972503e-06
86,64,0.18,1,0.015624999999999995,0.9999999999999997,0.0
86,64,0.18,2,0.029233404647654178,0.9354689487249337,0.00020555197717786588
86,64,0.18,3,0.041644708340082125,0.8884204445884186,0.00026270420898486153
86,64,0.18,4,0.053385806218582764,0.8541728994973242,0.000292974526558185
86,64,0.18,5,0.0647552764466712,0.8288675385173914,0.0003114823284856176
86,64,0.18,6,0.07590793429397352,0.8096846324690508,0.0003230282763369407
86,64,0.18,7,0.08691968456851386,0.7946942589121267,0.00033163260580970513
86,64,0.18,8,0.09786200589549286,0.7828960471639429,0.00033733043494049106
86,64,0.18,9,0.10880726530201179,0.7737405532587506,0.00034171602158828535
86,64,0.18,10,0.11975248562936786,0.7664159080279542,0.00034430689557213626
86,64,0.18,11,0.13071175589318595,0.7605047615603547,0.00034623886507758136
86,64,0.18,12,0.14173292539169885,0.7559089354223939,0.0003476937200079107
86,64,0.18,13,0.1528377563596649,0.7524320313091194,0.0003479057615835481
86,64,0.18,14,0.16401730515381893,0.7497933949888865,0.00034753961162375697
86,64,0.18,15,0.17528609934949535,0.7478873572245135,0.0003470430772350448
86,64,0.18,16,0.18664234415758585,0.7465693766303434,0.00034635075742351035
86,64,0.18,17,0.19813129015666858,0.7459060335309876,0.0003449336799560974
86,64,0.18,18,0.2097397382659133,0.7457412916121361,0.00034368364079888754
86,64,0.18,19,0.22147951518856657,0.7460362616878031,0.0003423092894629939
86,64,0.18,20,0.233343666098303,0.7466997315145695,0.0003406316669765861
86,64,0.18,21,0.2453608324947732,0.7477663466507374,0.0003385497856406825
86,64,0.18,22,0.2575342253359323,0.7491904737045302,0.0003363040182160232
86,64,0.18,23,0.269856103286013,0.750903939578471,0.000334019171589671
86,64,0.18,24,0.2823343604831414,0.7528916279550437,0.0003315274940842826
86,64,0.18,25,0.2949890785479892,0.7551720410828525,0.0003288705850553701
86,64,0.18,26,0.30782470021604463,0.7577223389933406,0.00032601983282607187
86,64,0.18,27,0.3208219154050425,0.7604667624415822,0.00032287696260149975
86,64,0.18,28,0.3340101753971716,0.7634518294792493,0.00031951596163807357
86,64,0.18,29,0.34739940672577013,0.7666745527741134,0.0003159852171162285
86,64,0.18,30,0.3609985254620327,0.7701301876523364,0.00031233659520920806
86,64,0.18,31,0.37480497305882227,0.7737909121214395,0.0003085719982687278
86,64,0.18,32,0.38881345265869793,0.7776269053173959,0.00030446136422497815
86,64,0.18,33,0.4030472732284795,0.7816674389885662,0.0003002157211730413
86,64,0.18,34,0.4175068832313586,0.7858953096119692,0.0002955911783133387
86,64,0.18,35,0.4321927978242266,0.7902954017357285,0.00029083427689521754
86,64,0.18,36,0.4471378019930427,0.7949116479876315,0.000285822797117631
86,64,0.18,37,0.46232654410295354,0.7996999681780819,0.0002805345901772184
86,64,0.18,38,0.47775959710872284,0.8046477424989015,0.00027507898209043247
86,64,0.18,39,0.49346283876368874,0.8097851713045148,0.00026935366284306934
86,64,0.18,40,0.5094379207817534,0.8151006732508054,0.00026332191536423
86,64,0.18,41,0.5256947039231789,0.8205966110020353,0.000257117974278051
86,64,0.18,42,0.5422405075919036,0.8262712496638531,0.0002506050231642662
86,64,0.18,43,0.5590764738627716,0.8321138215631948,0.00024369826272013965
86,64,0.18,44,0.5762169945051631,0.8381338101893281,0.00023653676961618838
86,64,0.18,45,0.5936739984178644,0.8443363533054071,0.00022906212147308624
86,64,0.18,46,0.6114533844574903,0.8507177522886821,0.0002211398605191575
86,64,0.18,47,0.6295677055645696,0.8572836841730309,0.00021294968704252756
86,64,0.18,48,0.6480428625343216,0.8640571500457621,0.000204465399467277
86,64,0.18,49,0.666868731791616,0.8710122211155801,0.00019524203423830334
86,64,0.18,50,0.6860198879620413,0.8781054565914128,0.00018597270655729405
86,64,0.18,51,0.7056409395080319,0.8855101985983144,0.0001766014473218416
86,64,0.18,52,0.7256324511859499,0.8930860937673228,0.00016577558759608198
86,64,0.18,53,0.7459016142357727,0.900711383228103,0.00015492306954460725
86,64,0.18,54,0.7667190870572365,0.9087041031789469,0.0001447893519286106
86,64,0.18,55,0.7881552428607111,0.917126100783373,0.00013250318392242442
86,64,0.18,56,0.8096423334582367,0.9253055239522704,0.00011902915750621035
86,64,0.18,57,0.8315637317383319,0.9336855935307584,0.00010776776376515887
86,64,0.18,58,0.8547106590049853,0.9431290030399837,9.541142981490123e-05
86,64,0.18,59,0.878207896262826,0.9526322942512012,7.782723182828424e-05
86,64,0.18,60,0.9008278500020288,0.9608830400021641,6.474280573507038e-05
86,64,0.18,61,0.9252595791997845,0.9707641486686265,5.117920852710996e-05
86,64,0.18,62,0.9525054359357175,0.9832314177400955,3.3021511310122315e-05
86,64,0.18,63,0.9843682286904862,0.9999931212093829,8.269911258387692e-06
86,64,0.19,1,0.015625000000000003,1.0000000000000002,5.6789094136163935e-19
86,64,0.19,2,0.02933593158918661,0.9387498108539715,0.0002005408389037455
86,64,0.19,3,0.04189084767792577,0.8936714171290832,0.0002571592934179507
86,64,0.19,4,0.0537964857658259,0.8607437722532144,0.0002874300169698886
86,64,0.19,5,0.0653351304806427,0.8362896701522264,0.00030595485152125487
86,64,0.19,6,0.0766645957512769,0.8177556880136203,0.00031738861331280787
86,64,0.19,7,0.08785474266321863,0.8032433614922848,0.00032610058219139206
86,64,0.19,8,0.09897855768822363,0.791828461505789,0.00033174560085755467
86,64,0.19,9,0.11010504291808279,0.7829691940841443,0.00033614683689145355
86,64,0.19,10,0.12123149364008867,0.7758815592965674,0.0003388632943968595
86,64,0.19,11,0.13237452833873478,0.7701790739708206,0.0003407704788797729
86,64,0.19,12,0.14357658701318385,0.7657417974036473,0.00034219772007220746
86,64,0.19,13,0.15485942369810995,0.7623848551291568,0.00034232786189366746
86,64,0.19,14,0.16621707985020434,0.7598495078866486,0.000341838861144172
86,64,0.19,15,0.17766086058189998,0.7580196718161065,0.0003412511825028404
86,64,0.19,16,0.18919376518249453,0.7567750607299781,0.00034050217003904747
86,64,0.19,17,0.20085647877275684,0.7561655671444962,0.00033900924890276226
86,64,0.19,18,0.21263119583222753,0.7560220296256979,0.0003376779525505745
86,64,0.19,19,0.22453598705182157,0.7563317458587674,0.00033620138676696714
86,64,0.19,20,0.23656344843025795,0.7570030349768254,0.0003344188289515905
86,64,0.19,21,0.2487348308686128,0.7580490083614867,0.00033229444128364294
86,64,0.19,22,0.26106268577674613,0.759455085895989,0.00032998906295920554
86,64,0.19,23,0.2735360507306704,0.7611437933375176,0.00032756039558697584
86,64,0.19,24,0.2861602023761107,0.7630938730029619,0.00032496405702672814
86,64,0.19,25,0.2989571065040018,0.7653301926502445,0.0003222350486757283
86,64,0.19,26,0.31192423152952004,0.7678134929957416,0.00031927334874280185
86,64,0.19,27,0.32505131571504997,0.7704920076208592,0.0003160607101034279
86,64,0.19,28,0.33836950165713614,0.7734160037877398,0.0003125903165228665
86,64,0.19,29,0.35187648973916363,0.7765550118381542,0.0003089979098926917
86,64,0.19,30,0.36559030615596383,0.7799259864660562,0.00030525168945016946
86,64,0.19,31,0.3795017397930844,0.7834874627986258,0.0003013944660240656
86,64,0.19,32,0.3936090372311012,0.7872180744622024,0.0002971792845220064
86,64,0.19,33,0.4079338499152067,0.7911444361991887,0.00029286760724193045
86,64,0.19,34,0.42247739925128086,0.7952515750612345,0.000288192473168252
86,64,0.19,35,0.4372398939555055,0.7995243775186386,0.0002833632520837415
86,64,0.19,36,0.45224905461946163,0.8039983193234874,0.0002782982770370414
86,64,0.19,37,0.46748886881679247,0.8086293947101276,0.0002729751243078694
86,64,0.19,38,0.48296561389474585,0.8134157707700983,0.0002674979069581478
86,64,0.19,39,0.49870566177081765,0.8183887782905727,0.0002617304345548704
86,64,0.19,40,0.5147058015691827,0.8235292825106924,0.00025568319108096814
86,64,0.19,41,0.5309767802134513,0.8288418032600215,0.0002494618490283304
86,64,0.19,42,0.5475210602212534,0.8343178060514336,0.0002429506663615766
86,64,0.19,43,0.5643388894140523,0.8399462540116128,0.0002360697424126592
86,64,0.19,44,0.581448836896007,0.8457437627578286,0.00022895147966437064
86,64,0.19,45,0.5988625787974152,0.8517156676229907,0.00022152786315059848
86,64,0.19,46,0.6165815456837502,0.8578525852991308,0.00021368683441835458
86,64,0.19,47,0.6346162130425098,0.8641582475472475,0.00020561631712386896
86,64,0.19,48,0.6529949625563792,0.8706599500751724,0.0001972656480493352
86,64,0.19,49,0.6717047856990681,0.8773286996885789,0.00018820992265675157
86,64,0.19,50,0.6907222293663446,0.8841244535889211,0.00017914490733836387
86,64,0.19,51,0.7101947017655345,0.8912247237842003,0.00016999177045970223
86,64,0.19,52,0.7300089537223857,0.8984725584275517,0.00015934898791899769
86,64,0.19,53,0.7500705330218658,0.905745549309423,0.00014880097071820822
86,64,0.19,54,0.7706608445422791,0.9133758157538124,0.000138949887653505
86,64,0.19,55,0.7918315458375816,0.9214039806110043,0.00012697933158252624
86,64,0.19,56,0.81303699781271,0.929185140357383,0.00011404288489211415
86,64,0.19,57,0.8346726138272936,0.9371762681569614,0.0001031480509046236
86,64,0.19,58,0.8574753065332895,0.9461796485884574,9.120223376472065e-05
86,64,0.19,59,0.8805704645480682,0.9551950801877351,7.414407004299373e-05
86,64,0.19,60,0.9028255099855305,0.9630138773178991,6.181360295539006e-05
86,64,0.19,61,0.9268182717743858,0.9723994982550934,4.8747612754686976e-05
86,64,0.19,62,0.9534246408477962,0.9841802744235316,3.14383007313486e-05
86,64,0.19,63,0.9843686217680654,0.9999935205262886,8.018723199666751e-06
86,64,0.2,1,0.015625000000000003,1.0000000000000002,0.0
86,64,0.2,2,0.029429585569863696,0.9417467382356381,0.00019516648757509576
86,64,0.2,3,0.04212195855873518,0.8986017825863505,0.00025124383467493253
86,64,0.2,4,0.05417799402167607,0.866847904346817,0.00028161727557313447
86,64,0.2,5,0.06587287315268545,0.8431727763543736,0.00030008076310833134
86,64,0.2,6,0.07736970981967112,0.8252769047431585,0.0003116297762228412
86,64,0.2,7,0.08873225240310452,0.811266307685527,0.0003204685291997278
86,64,0.2,8,0.10002813883972388,0.8002251107177909,0.00032616063593455543
86,64,0.2,9,0.11132710490070577,0.791659412627241,0.000330575229958497
86,64,0.2,10,0.1226236428073695,0.7847913139671647,0.0003332337770974054
86,64,0.2,11,0.13393891471849279,0.7792809583621396,0.0003349971622550097
86,64,0.2,12,0.14530988174409673,0.7749860359685158,0.0003362598533112115
86,64,0.2,13,0.1567588297414851,0.7717357771888498,0.0003362559324690829
86,64,0.2,14,0.1682834851344259,0.7692959320430897,0.000335731438596518
86,64,0.2,15,0.17989112748244535,0.7675354772584335,0.0003350152737551119
86,64,0.2,16,0.19158707052615095,0.7663482821046037,0.00033424814199888486
86,64,0.2,17,0.20340472564430634,0.7657589671315062,0.0003326486137477929
86,64,0.2,18,0.2153395310044981,0.765651665793771,0.0003312843631171272
86,64,0.2,19,0.2273969789731263,0.7659687712778992,0.00032975566151501626
86,64,0.2,20,0.23957464565161762,0.7666388660851763,0.00032788146504982837
86,64,0.2,21,0.2518937762468566,0.7676762704666106,0.0003256965619048512
86,64,0.2,22,0.26436534806051665,0.7690628307215028,0.000323276366766177
86,64,0.2,23,0.27697389347369067,0.7707099644485306,0.00032079974610537765
86,64,0.2,24,0.2897331540771937,0.7726217442058497,0.0003181628794533324
86,64,0.2,25,0.3026601704648605,0.7748100363900429,0.0003153786843995012
86,64,0.2,26,0.3157526522432473,0.7772372978295315,0.0003123051622643567
86,64,0.2,27,0.32899791595261624,0.7798469118876828,0.0003089724477018235
86,64,0.2,28,0.3424296771959501,0.7826964050193145,0.00030546123942123857
86,64,0.2,29,0.3560465337841614,0.7857578676615975,0.00030180172269063697
86,64,0.2,30,0.3698639760532293,0.7890431489135559,0.00029801890590462344
86,64,0.2,31,0.38386946576992753,0.7925047035250118,0.00029409825785685096
86,64,0.2,32,0.39806618375172403,0.7961323675034478,0.000289853727885319
86,64,0.2,33,0.4124728890393125,0.7999474211671516,0.0002854639845048685
86,64,0.2,34,0.42709490972825453,0.8039433594884791,0.00028078903228547235
86,64,0.2,35,0.4419250110614681,0.8080914487981129,0.0002759213974292788
86,64,0.2,36,0.4569950006358509,0.8124355566859571,0.00027079302448995273
86,64,0.2,37,0.4722847861470678,0.8169250354976307,0.0002654611054965919
86,64,0.2,38,0.4878027167433654,0.8215624703046155,0.00025993707949919826
86,64,0.2,39,0.5035696149009782,0.8263706500939128,0.0002541321620452941
86,64,0.2,40,0.5195834729062291,0.8313335566499666,0.0002480843093084551
86,64,0.2,41,0.5358574881311997,0.8364604692779702,0.000241892860866989
86,64,0.2,42,0.5523964875425239,0.8417470286362267,0.00023542211976076478
86,64,0.2,43,0.5692011699026525,0.8471831365992966,0.00022858986563265056
86,64,0.2,44,0.5862798224310422,0.8527706508087887,0.00022155388440046523
86,64,0.2,45,0.6036520958380588,0.8585274251919058,0.00021419836136689702
86,64,0.2,46,0.6213139843308478,0.8644368477646578,0.0002064573234616901
86,64,0.2,47,0.6392716145734746,0.8704975177170717,0.00019851961578602794
86,64,0.2,48,0.6575623064306679,0.8767497419075573,0.0001903233739094733
86,64,0.2,49,0.6761638623315406,0.8831527997799712,0.00018139943330600745
86,64,0.2,50,0.6950498327866599,0.8896637859669247,0.00017253602594257032
86,64,0.2,51,0.7143752881719545,0.8964709498628449,0.00016359921196786953
86,64,0.2,52,0.7340244919607934,0.903414759336361,0.00015318686374737105
86,64,0.2,53,0.7538933503690788,0.9103617815777554,0.00014295920833445576
86,64,0.2,54,0.7742792753062961,0.9176643262889436,0.00013339517714519876
86,64,0.2,55,0.7952177008472123,0.9253442337131197,0.00012175405389164604
86,64,0.2,56,0.8161587175287729,0.9327528200328832,0.00010926805019832772
86,64,0.2,57,0.8375215750538615,0.940375101814862,9.87495457725545e-05
86,64,0.2,58,0.8600046081853585,0.9489706021355679,8.721601815908245e-05
86,64,0.2,59,0.8827136468579294,0.9575198881170759,7.07547101044329e-05
86,64,0.2,60,0.9046507463896467,0.9649607961489565,5.9030517199042195e-05
86,64,0.2,61,0.9282403650672789,0.9738915305623908,4.6467781379688784e-05
86,64,0.2,62,0.9542628003611008,0.9850454713404913,2.996359218035554e-05
86,64,0.2,63,0.9843698020330613,0.9999947195256496,7.7769997238645e-06
86,64,0.25,1,0.015624999999999998,0.9999999999999998,4.691272993857019e-19
86,64,0.25,2,0.02981635089407024,0.9541232286102476,0.00017418311617185472
86,64,0.25,3,0.04306623892648577,0.9187464304316963,0.00022699348537999687
86,64,0.25,4,0.05576293843665938,0.89220701498655,0.00025622696046908894
86,64,0.25,5,0.06814061064594155,0.8721998162680517,0.0002744798028068074
86,64,0.25,6,0.08032946375142928,0.8568476133485791,0.000286138029990047
86,64,0.25,7,0.09240222505257001,0.8448203433377829,0.0002948454099673897
86,64,0.25,8,0.10442028517244337,0.8353622813795468,0.00030056881047692735
86,64,0.25,9,0.11643342734403433,0.8279710388909108,0.0003047689865240498
86,64,0.25,10,0.12844638219410826,0.8220568460422926,0.00030753239265161896
86,64,0.25,11,0.14048225359078353,0.8173512936191042,0.0003092185612924723
86,64,0.25,12,0.15255593988610733,0.8136316793925723,0.000310191713410681
86,64,0.25,13,0.16470852968836658,0.8108727615427278,0.00031011143956716935
86,64,0.25,14,0.17692222262026983,0.8087873034069478,0.00030941639025958286
86,64,0.25,15,0.18921906975804945,0.8073346976343444,0.00030858718849183003
86,64,0.25,16,0.2015970591550013,0.8063882366200051,0.0003076122342940011
86,64,0.25,17,0.21407457474114264,0.805927810790184,0.00030592249783675666
86,64,0.25,18,0.22666356320855421,0.8059148914081927,0.00030427922015597474
86,64,0.25,19,0.23935556426289364,0.8062503217276417,0.00030254612491862633
86,64,0.25,20,0.2521561205827734,0.8068995858648748,0.00030035393898660066
86,64,0.25,21,0.26508526523472475,0.8078789035724944,0.000297895896871375
86,64,0.25,22,0.2781348352273068,0.809119520661256,0.000295229396831953
86,64,0.25,23,0.2913099533388807,0.8106016092907985,0.0002925349388268616
86,64,0.25,24,0.30462403138278094,0.8123307503540824,0.0002896617226540862
86,64,0.25,25,0.31807547281203397,0.8142732103988067,0.0002865517716436073
86,64,0.25,26,0.33166992568808584,0.8164182786168267,0.00028318431723307945
86,64,0.25,27,0.345393865048126,0.81871138381778,0.00027957884905459833
86,64,0.25,28,0.35928510793217855,0.8212231038449795,0.00027598099583485555
86,64,0.25,29,0.3733407926571879,0.8239245079331043,0.0002721902875434691
86,64,0.25,30,0.38756323090783856,0.8268015592700556,0.00026818782931053737
86,64,0.25,31,0.40193600018828207,0.829803355227421,0.00026407880202192766
86,64,0.25,32,0.41648661776272666,0.8329732355254532,0.0002597225759540664
