profile,model,budget,strategy,time_seconds,useful_eflop,wasted_eflop,accepted_rollouts,extra_rollouts
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,16,hbn-async,76.225661107,0.00790505926848512,0.00015609814806528,1600,7
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,32,uniform,108.575669988,0.017255227704590335,0,3200,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,32,hbn-sync,169.366405767,0.017322249117425664,0.0,3200,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,32,hbn-async,110.326952175,0.016873071286484992,5.9984803610624e-05,3200,7
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,64,uniform,163.996094626,0.03587850950661734,0,6400,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,64,hbn-sync,211.987752529,0.03316709703837287,0.0,6400,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,64,hbn-async,152.433948546,0.03358505977683149,6.567945347072e-06,6400,1
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,8,uniform,107.113398784,0.009502716006619135,0,800,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,8,hbn-sync,200.285732136,0.00949983556859904,0.0,800,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,8,hbn-async,116.754141855,0.010887648922888193,0.000263736352782336,800,15
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,16,uniform,129.85436705,0.019295860370934784,0,1600,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,16,hbn-sync,213.328815752,0.019053433392236543,0.0,1600,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,16,hbn-async,126.300380275,0.01977683215211827,0.0,1600,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,32,uniform,162.351599146,0.038508434079926275,0,3200,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,32,hbn-sync,246.491640834,0.03857584032088371,0.0,3200,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,32,hbn-async,166.63474388,0.03989495398962483,0.0005323625533327361,3200,7
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,64,uniform,244.534878527,0.07642843926440755,0,6400,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,64,hbn-sync,336.803065012,0.07691281799750349,0.0,6400,0
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,64,hbn-async,237.400802301,0.07578982222270055,0.000159922116200448,6400,10
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,8,uniform,2049.252685919,0.5666419959240919,0,800,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,8,hbn-sync,2259.505967397,0.5598770534192753,0.0,800,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,8,hbn-async,1992.948018359,0.5574270870270351,0.000453474509310976,800,3
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,16,uniform,3807.603782188,1.1256504466075556,0,1600,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,16,hbn-sync,4093.940371361,1.1485140910755636,0.0,1600,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,16,hbn-async,3861.917836827,1.1400967025676012,0.0,1600,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,32,uniform,7414.159187778,2.245765012803332,0,3200,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,32,hbn-sync,7771.337405851,2.3021771500778354,0.0,3200,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,32,hbn-async,7569.946367536,2.289401695722142,0.0,3200,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,64,uniform,14666.845933935,4.502182102697582,0,6400,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,64,hbn-sync,15284.348194742,4.609921695713153,0.0,6400,0
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,64,hbn-async,15060.245266916,4.5939677899180085,0.0,6400,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,8,uniform,879.762281197,0.11292303748263936,0,800,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,8,hbn-sync,1140.981872446,0.1114413361406423,0.0,800,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,8,hbn-async,859.330018485,0.11080484038721945,0.0,800,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,16,uniform,1674.346969229,0.22434794360703794,0,1600,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,16,hbn-sync,1757.333494529,0.22343688306158796,0.0,1600,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,16,hbn-async,1635.936938283,0.22233649567975833,0.0,1600,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,32,uniform,3285.468444002,0.4484469700900106,0,3200,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,32,hbn-sync,3326.493000142,0.4440934344899953,0.0,3200,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,32,hbn-async,3218.063277642,0.44252279747065243,0.0,3200,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,64,uniform,6517.075811307,0.8955632374605393,0,6400,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,64,hbn-sync,6497.407208384,0.8893594728161341,0.0,6400,0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,64,hbn-async,6484.874507912,0.8902627020538634,0.0,6400,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,8,uniform,958.525872286,0.19822131991527833,0,800,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,8,hbn-sync,1219.067565915,0.19805748799667303,0.0,800,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,8,hbn-async,983.145120048,0.19876685448846437,0.0,800,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,16,uniform,1877.661797671,0.3971367732983572,0,1600,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,16,hbn-sync,1953.966428514,0.3960290176740598,0.0,1600,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,16,hbn-async,1876.701369352,0.4004113610924749,0.0,1600,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,32,uniform,3650.076076746,0.7939256055771976,0,3200,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,32,hbn-sync,3745.709603503,0.7941646622026782,0.0,3200,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,32,hbn-async,3670.401238874,0.7947628530282199,0.0,3200,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,64,uniform,7290.658027691,1.5902999382326783,0,6400,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,64,hbn-sync,7337.285004429,1.589236805296896,0.0,6400,0
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,64,hbn-async,7237.304115939,1.586263681700484,0.0,6400,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,8,uniform,80.622398882,0.013315799893172223,0,240,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,8,hbn-sync,769.642158274,0.016061643002611713,0.0,240,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,8,hbn-async,400.417554508,0.017112397372010497,0.003063113594431488,240,35
hmmt__model=qwen2_5_32b,qwen2_5_32b,16,uniform,417.00463666,0.029206368514854912,0,480,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,16,hbn-sync,446.3546772,0.02834604102940877,0.0,480,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,16,hbn-async,418.265274606,0.030759181490159614,0.001103983772997632,480,17
hmmt__model=qwen2_5_32b,qwen2_5_32b,32,uniform,443.693825247,0.056929948284747775,0,960,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,32,hbn-sync,814.200667417,0.05994131332088218,0.0,960,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,32,hbn-async,487.723819184,0.061959796625258495,0.000151833205991424,960,3
hmmt__model=qwen2_5_32b,qwen2_5_32b,64,uniform,596.610400672,0.11683431083228775,0,1920,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,64,hbn-sync,944.496413234,0.1206520702441042,0.0,1920,0
hmmt__model=qwen2_5_32b,qwen2_5_32b,64,hbn-async,598.615022047,0.12212802981096857,0.001257062877315072,1920,4
hmmt__model=qwen2_5_3b,qwen2_5_3b,8,uniform,69.694075021,0.002058822868361216,0,240,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,8,hbn-sync,73.130551621,0.001711814641106944,0.0,240,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,8,hbn-async,71.142857903,0.001868287816736768,0.00025077170024448,240,12
hmmt__model=qwen2_5_3b,qwen2_5_3b,16,uniform,80.897521835,0.004448818650202112,0,480,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,16,hbn-sync,128.201830399,0.003437734786433024,0.0,480,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,16,hbn-async,76.628826067,0.00409992387698688,0.000242469602066432,480,17
hmmt__model=qwen2_5_3b,qwen2_5_3b,32,uniform,88.45464057,0.007633777348657152,0,960,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,32,hbn-sync,153.354279288,0.008293221320065025,0.0,960,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,32,hbn-async,85.414862418,0.008297704080973824,0.0,960,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,64,uniform,115.567109913,0.016879347142828034,0,1920,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,64,hbn-sync,189.676073321,0.018118422805151742,0.0,1920,0
hmmt__model=qwen2_5_3b,qwen2_5_3b,64,hbn-async,142.975194327,0.01901653465373901,0.000155168353173504,1920,8
hmmt__model=qwen2_5_7b,qwen2_5_7b,8,uniform,97.673550128,0.00341607616329728,0,240,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,8,hbn-sync,116.99220929,0.0038374532526848,0.0,240,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,8,hbn-async,98.222587459,0.003837425728632832,0.00076084335724544,240,37
hmmt__model=qwen2_5_7b,qwen2_5_7b,16,uniform,107.135743896,0.007441892739506176,0,480,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,16,hbn-sync,136.647865169,0.008002830802555904,0.0,480,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,16,hbn-async,116.74576485,0.009108045135730687,0.000451842693564416,480,22
hmmt__model=qwen2_5_7b,qwen2_5_7b,32,uniform,120.50630472,0.015315095495282687,0,960,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,32,hbn-sync,221.558380868,0.01588796856974029,0.0,960,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,32,hbn-async,130.371027192,0.017354465166961663,5.9755151253504e-05,960,5
hmmt__model=qwen2_5_7b,qwen2_5_7b,64,uniform,157.14599477,0.030043013811356673,0,1920,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,64,hbn-sync,262.738671826,0.03339416730912461,0.0,1920,0
hmmt__model=qwen2_5_7b,qwen2_5_7b,64,hbn-async,163.55199762,0.03164399455554355,0.000255218517786624,1920,5
hmmt__model=qwen3_5_27b,qwen3_5_27b,8,uniform,628.854256855,0.1710678655927849,0,240,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,8,hbn-sync,955.445741157,0.1712434426804224,0.0,240,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,8,hbn-async,938.824943257,0.17169598324035892,0.0147665411549952,240,45
hmmt__model=qwen3_5_27b,qwen3_5_27b,16,uniform,1291.135962247,0.3464040938175529,0,480,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,16,hbn-sync,1499.122407095,0.3476647411655506,0.0,480,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,16,hbn-async,1323.412360679,0.3470418431490683,2.2912473493504e-05,480,1
hmmt__model=qwen3_5_27b,qwen3_5_27b,32,uniform,2356.039499755,0.6826258184020869,0,960,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,32,hbn-sync,2543.818484293,0.6900900200752056,0.0,960,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,32,hbn-async,2387.446163387,0.6970466857954069,0.0,960,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,64,uniform,4528.574892777,1.3715507794589368,0,1920,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,64,hbn-sync,4784.622681482,1.377996979169328,0.0,1920,0
hmmt__model=qwen3_5_27b,qwen3_5_27b,64,hbn-async,4542.437458427,1.3743354665336995,0.0,1920,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,8,uniform,289.118917831,0.03265297372925133,0,240,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,8,hbn-sync,352.126286651,0.03250729157570765,0.0,240,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,8,hbn-async,326.698765782,0.03228221897123635,0.001301816811403264,240,22
hmmt__model=qwen3_5_4b,qwen3_5_4b,16,uniform,578.877746421,0.06591060761380864,0,480,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,16,hbn-sync,580.582343325,0.06487415956098253,0.0,480,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,16,hbn-async,527.967529313,0.06461402349442662,0.0,480,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,32,uniform,1009.118299313,0.13161557672928462,0,960,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,32,hbn-sync,1059.59170724,0.12883352366452122,0.0,960,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,32,hbn-async,949.217669257,0.12755374591368807,0.0,960,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,64,uniform,1913.538910384,0.26236011007253096,0,1920,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,64,hbn-sync,1908.849124068,0.25620594559849064,0.0,1920,0
hmmt__model=qwen3_5_4b,qwen3_5_4b,64,hbn-async,1839.429564185,0.2557312678407823,0.0,1920,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,8,uniform,318.265553669,0.05963235998057472,0,240,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,8,hbn-sync,416.668601198,0.05872923329211597,0.0,240,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,8,hbn-async,394.080243076,0.05814907693872128,0.002187357748276224,240,22
hmmt__model=qwen3_5_9b,qwen3_5_9b,16,uniform,602.432282336,0.1184226624421079,0,480,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,16,hbn-sync,657.701777826,0.11631325197094809,0.0,480,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,16,hbn-async,633.759252144,0.11720977103848551,4.3016465052672e-05,480,2
hmmt__model=qwen3_5_9b,qwen3_5_9b,32,uniform,1132.818017944,0.2348261994670336,0,960,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,32,hbn-sync,1208.982189557,0.23219576650809037,0.0,960,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,32,hbn-async,1086.808306012,0.2306051097935104,0.0,960,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,64,uniform,2169.893088775,0.4717999234199757,0,1920,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,64,hbn-sync,2203.190281826,0.4642871476590981,0.0,1920,0
hmmt__model=qwen3_5_9b,qwen3_5_9b,64,hbn-async,2093.844730905,0.4614428000797409,0.0,1920,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,8,uniform,47.836662863,0.032289102550530045,0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,8,hbn-sync,55.37980521,0.03226519317425152,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,8,hbn-async,48.725194223,0.032373164996050946,0.000106695378907136,800,4
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,16,uniform,89.824028496,0.06492833151056077,0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,16,hbn-sync,95.650941355,0.06495225329683456,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,16,hbn-async,91.814229851,0.06507320059927142,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,32,uniform,168.685472469,0.12950385760110386,0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,32,hbn-sync,177.498369781,0.12995229323872665,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,32,hbn-async,171.732018006,0.13004162731706367,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,64,uniform,333.43319339,0.2594552882956452,0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,64,hbn-sync,347.071914676,0.26237446275541604,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_32b,qwen2_5_32b,64,hbn-async,340.629570274,0.26236644688617883,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,8,uniform,16.567952454,0.004191976243265536,0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,8,hbn-sync,29.899159059,0.004120397648683008,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,8,hbn-async,16.190829563,0.004180018897461248,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,16,uniform,79.854061982,0.008977091050012672,0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,16,hbn-sync,87.185323433,0.008391916128927744,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,16,hbn-async,74.131607798,0.008353407662743551,2.13914957824e-05,1600,4
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,32,uniform,98.117393461,0.01775364020804813,0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,32,hbn-sync,153.711439127,0.016817181716332542,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,32,hbn-async,94.676157729,0.016713114894606335,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,64,uniform,137.589747938,0.034482322765717506,0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,64,hbn-sync,187.084458722,0.033326135006887934,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_3b,qwen2_5_3b,64,hbn-async,141.984791939,0.03393863251678003,1.0431057584128e-05,6400,2
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,8,uniform,9.333024178,0.005874489686001664,0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,8,hbn-sync,11.53632052,0.005898655689450496,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,8,hbn-async,9.50479381,0.005889831216804864,4.8093421064192e-05,800,5
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,16,uniform,16.640363854,0.011745281299003391,0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,16,hbn-sync,22.466650471,0.011827704049702912,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,16,hbn-async,19.876904216,0.011841105080534016,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,32,uniform,33.76564518,0.023495437768226816,0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,32,hbn-sync,35.317935207,0.02389430063465984,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,32,hbn-async,32.985599383,0.02392378964129997,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,64,uniform,85.204087789,0.04699101511766323,0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,64,hbn-sync,68.313815208,0.04795564204660634,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen2_5_7b,qwen2_5_7b,64,hbn-async,82.544793784,0.048092840538430465,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,8,uniform,436.718103101,0.1367648480930437,0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,8,hbn-sync,537.818882378,0.14369492820677837,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,8,hbn-async,486.590255477,0.1440915664892682,0.00210559753988096,800,7
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,16,uniform,794.270977205,0.2797606808165775,0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,16,hbn-sync,1031.483212922,0.3047392855279964,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,16,hbn-async,900.762158688,0.3027643346409687,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,32,uniform,1373.459338914,0.5490901903269038,0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,32,hbn-sync,1660.691409663,0.610537410978862,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,32,hbn-async,1535.007940797,0.6108878363086684,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,64,uniform,2741.781479106,1.1199535110635674,0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,64,hbn-sync,3207.064008283,1.2809287644279992,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_27b,qwen3_5_27b,64,hbn-async,3082.370204565,1.2736105917813196,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,8,uniform,199.748736223,0.029969920619681793,0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,8,hbn-sync,282.626057649,0.03090423636663091,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,8,hbn-async,219.492219883,0.03111806107530035,0.000165115320991744,800,5
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,16,uniform,364.059694727,0.06321806136911871,0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,16,hbn-sync,428.144088289,0.063378664523776,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,16,hbn-async,376.356829668,0.06424642494911079,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,32,uniform,668.926583839,0.12205360983931494,0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,32,hbn-sync,751.784466111,0.1242139666134651,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,32,hbn-async,680.087039848,0.1238632657228718,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,64,uniform,1286.288046658,0.245047553178411,0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,64,hbn-sync,1381.293188372,0.2527309251322409,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_4b,qwen3_5_4b,64,hbn-async,1301.713283127,0.2503074770865992,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,8,uniform,230.756461538,0.056597335964439555,0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,8,hbn-sync,316.799046147,0.05593584916736,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,8,hbn-async,264.349522472,0.05735602195224269,0.000278393257237504,800,4
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,16,uniform,411.896694262,0.11027175044027392,0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,16,hbn-sync,516.261645206,0.11176536193708748,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,16,hbn-async,433.391401543,0.1142471977733806,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,32,uniform,716.939953104,0.22039562081462272,0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,32,hbn-sync,831.581105473,0.22400800057848116,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,32,hbn-async,766.654935095,0.22461934215496193,0.0,3200,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,64,uniform,1439.785542226,0.4432120082965852,0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,64,hbn-sync,1571.26344536,0.4585049217628303,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_easy__model=qwen3_5_9b,qwen3_5_9b,64,hbn-async,1503.103938486,0.45955003711688397,0.0,6400,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,8,uniform,88.255875918,0.05770096935889715,0,800,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,8,hbn-sync,102.54667999,0.05808180673622221,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,8,hbn-async,85.88994646,0.05789048434801664,0.0,800,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,16,uniform,164.318681456,0.11492195724137472,0,1600,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,16,hbn-sync,181.784589445,0.1165803838656942,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,16,hbn-async,165.774884734,0.11671827954044928,0.0,1600,0
livecodebench_gt_2024_03_30__difficulty_hard__model=qwen2_5_32b,qwen2_5_32b,32,uniform,322.49147812,0.2306991013814108,0,3200,0
